Case160,cntr_Manchester_TRY.epw,0,0.776,0.3,0.196,4000,0.025,0.01,0.043,0.97,24,0.005,0.00064,22.8,180,0.05,3.84,15.032
Case161,cntr_Manchester_TRY.epw,0,0.776,0.3,0.196,4000,0.025,0.01,0.043,0.688,24,0.005,0.00064,22.8,180,0.05,3.84,15.032
Case162,cntr_Manchester_TRY.epw,0,0.776,0.3,0.196,4000,0.025,0.01,0.043,0.688,24,0.0023,0.00064,22.8,180,0.05,3.84,15.032
Case163,cntr_Manchester_TRY.epw,0,0.5,0.3,0.196,4000,0.025,0.01,0.043,0.688,24,0.0023,0.00064,22.8,180,0.05,3.84,15.032
Case164,cntr_Manchester_TRY.epw,0,0.5,0.3,0.196,4000,0.025,0.01,0.043,0.688,24,0.0023,0.00064,18,180,0.05,3.84,15.032
Case165,cntr_Manchester_TRY.epw,0,0.5,0.3,0.196,4000,0.01,0.01,0.043,0.688,24,0.0023,0.00064,18,180,0.05,3.84,15.032
Case166,cntr_Manchester_TRY.epw,0,0.5,0.3,0.334,4000,0.01,0.01,0.043,0.688,24,0.0023,0.00064,18,180,0.05,3.84,15.032
Case167,cntr_Manchester_TRY.epw,0,0.5,0.3,0.334,4000,0.01,0.01,0.043,0.688,24,0.0023,0.00064,18,180,0.05,3.84,0.08
Case168,cntr_Manchester_TRY.epw,0,0.5,0.3,0.334,4000,0.01,0.01,0.043,0.688,24,0.0023,0.00064,18,72,0.05,3.84,0.08
Case169,cntr_Manchester_TRY.epw,0,0.5,0.696,0.334,4000,0.01,0.01,0.043,0.688,24,0.0023,0.00064,18,72,0.05,3.84,0.08
Case170,cntr_Manchester_TRY.epw,0,0.5,0.696,0.334,4000,0.01,0.01,0.043,0.688,66,0.0023,0.00064,18,72,0.05,3.84,0.08
Case171,cntr_Manchester_TRY.epw,0,0.5,0.3,0.242,3240,0.03,0.021,0.065,0.594,24,0.005,0.00064,24.4,72,0.47,9,20.016
Case172,cntr_Manchester_TRY.epw,0,0.5,0.3,0.242,3240,0.015,0.021,0.065,0.594,24,0.005,0.00064,24.4,72,0.47,9,20.016
